timestamp,body_name,planet_x,planet_y,planet_z,planet_vx,planet_vy,planet_vz,craft_name,craft_x,craft_y,craft_z,craft_vx,craft_vy,craft_vz,,system_energy
661391.290464,Earth,5578540.486213,3670975.700896,0.000000,12.239251,14.958558,0.000000,Apollo Test Craft,358750990.593322,-1373800.841263,-101.276036,895.421640,314.269838,-0.000085,,-37886834037049810285330694144.000000,
661391.290464,Moon,-69881359.962171,377263875.404626,0.000000,-995.810229,-195.058577,0.000000,,,,,,,,,-37886834037049810285330694144.000000,
674669.550476,Earth,5740432.783432,3872507.304012,0.000000,12.142691,15.396019,0.000000,Apollo Test Craft,370363926.142428,2802893.047440,-102.330045,854.179129,314.749323,-0.000074,,-37886834037052198424586223616.000000,
674669.550476,Moon,-83053245.370378,374437237.451824,0.000000,-987.953981,-230.651299,0.000000,,,,,,,,,-37886834037052198424586223616.000000,
688306.350489,Earth,5905251.512352,4085502.386872,0.000000,12.027202,15.841584,0.000000,Apollo Test Craft,381737998.251352,7095680.574313,-103.257565,814.366115,314.766185,-0.000063,,-37886834037052057687097868288.000000,
688306.350489,Moon,-96463231.192730,371044335.434180,0.000000,-978.557563,-266.903355,0.000000,,,,,,,,,-37886834037052057687097868288.000000,
701903.830502,Earth,6067915.583257,4303904.261942,0.000000,11.895712,16.281518,0.000000,Apollo Test Craft,392554333.328283,11373511.668730,-104.038258,776.916825,314.382209,-0.000052,,-37886834037055448580957929472.000000,
701903.830502,Moon,-109697909.672079,367171340.804339,0.000000,-967.859210,-302.697275,0.000000,,,,,,,,,-37886834037055448580957929472.000000,
714886.010514,Earth,6221450.945006,4517975.553084,0.000000,11.755095,16.696939,0.000000,Apollo Test Craft,402418492.018266,15450758.243197,-104.659105,743.012567,313.700263,-0.000043,,-37886834037056614063283372032.000000,
714886.010514,Moon,-122189857.873470,363021854.659623,0.000000,-956.418321,-336.496835,0.000000,,,,,,,,,-37886834037056614063283372032.000000,
727982.170526,Earth,6374388.118620,4739357.952941,0.000000,11.598482,17.110914,0.000000,Apollo Test Craft,411934127.613045,19553047.949857,-105.170553,710.439921,312.745816,-0.000035,,-37886834037053984031469731840.000000,
727982.170526,Moon,-134633136.275852,358394009.452535,0.000000,-943.675995,-370.178615,0.000000,,,,,,,,,-37886834037053984031469731840.000000,
741681.420539,Earth,6532067.315768,4976696.744475,0.000000,11.418986,17.537902,0.000000,Apollo Test Craft,421442231.450207,23829170.610474,-105.590097,677.932854,311.500806,-0.000026,,-37886834037049735518540005376.000000,
741681.420539,Moon,-147462235.323558,353084277.859839,0.000000,-929.071879,-404.919284,0.000000,,,,,,,,,-37886834037049735518540005376.000000,
754775.820551,Earth,6680387.712906,5208982.830045,0.000000,11.232645,17.939714,0.000000,Apollo Test Craft,430123360.038473,27899160.018792,-105.887565,648.204438,310.106336,-0.000019,,-37886834037053385897144221696.000000,
754775.820551,Moon,-159529883.435015,347567487.964629,0.000000,-913.910769,-437.611458,0.000000,,,,,,,,,-37886834037053385897144221696.000000,
767756.230563,Earth,6824917.108583,5444397.251672,0.000000,11.033894,18.331409,0.000000,Apollo Test Craft,438352443.030826,31914550.862733,-106.088394,619.903392,308.551595,-0.000012,,-37886834037050619525888737280.000000,
767756.230563,Moon,-171289087.984380,341679672.527694,0.000000,-897.740017,-469.480616,0.000000,,,,,,,,,-37886834037050619525888737280.000000,
780935.340575,Earth,6968927.095906,5688570.041173,0.000000,10.818047,18.721849,0.000000,Apollo Test Craft,446338843.177043,35969724.675014,-106.201776,592.247853,306.818107,-0.000005,,-37886834037048948268214517760.000000,
780935.340575,Moon,-183006032.417449,335282329.929900,0.000000,-880.178265,-501.247601,0.000000,,,,,,,,,-37886834037048948268214517760.000000,
794040.430587,Earth,7109216.717253,5936423.508397,0.000000,10.589628,19.102348,0.000000,Apollo Test Craft,453925511.215422,39978548.659287,-106.228842,565.727518,304.956800,0.000001,,-37886834037025854125984710656.000000,
794040.430587,Moon,-194420280.334600,328509871.493158,0.000000,-861.593595,-532.205784,0.000000,,,,,,,,,-37886834037025854125984710656.000000,
807600.870600,Earth,7251134.180408,6198080.805613,0.000000,10.339095,19.487409,0.000000,Apollo Test Craft,461416286.785068,44100104.182374,-106.171501,539.222371,302.901815,0.000007,,-37886834037027415432496152576.000000,
